budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
950000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",,29146,"[{""id"": 1706, ""name"": ""experiment""}, {""id"": 2161, ""name"": ""mouse""}, {""id"": 5981, ""name"": ""intelligence test""}, {""id"": 6257, ""name"": ""genius""}]",en,Charly,An experiment on a simpleton turns him into a genius. When he discovers what has been done to him he struggles with whether or not what was done to his was right.,0.178689,"[{""name"": ""ABC Pictures"", ""id"": 634}, {""name"": ""Cinerama Releasing Corporation"", ""id"": 88161}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/23/1968,814666,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A love story that begins with an incredible experiment!,Charly,6.6,28
777000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,838,"[{""id"": 455, ""name"": ""farewell""}, {""id"": 578, ""name"": ""rock and roll""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 830, ""name"": ""car race""}, {""id"": 1224, ""name"": ""radio station""}, {""id"": 1927, ""name"": ""car breakdown""}, {""id"": 2016, ""name"": ""vandalism""}, {""id"": 2135, ""name"": ""radio""}, {""id"": 3740, ""name"": ""radio presenter""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 33885, ""name"": ""car""}, {""id"": 208349, ""name"": ""child""}]",en,American Graffiti,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,19.326115,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Coppola Company"", ""id"": 536}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/1/1973,140000000,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Where were you in '62?,American Graffiti,6.9,324
750000,"[{""id"": 18, ""name"": ""Drama""}]",,8416,"[{""id"": 90, ""name"": ""paris""}, {""id"": 131, ""name"": ""italy""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 1755, ""name"": ""fascism""}, {""id"": 8077, ""name"": ""benito mussolini""}]",it,Il conformista,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",8.429295,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mars Films"", ""id"": 819}, {""name"": ""Marianne Productions"", ""id"": 1497}, {""name"": ""Maran Film"", ""id"": 1627}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",10/21/1970,0,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Bertolucci's Masterpiece about Sex and Politics,The Conformist,7.6,127
600000,"[{""id"": 36, ""name"": ""History""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",,9459,"[{""id"": 458, ""name"": ""hippie""}, {""id"": 460, ""name"": ""free love""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6447, ""name"": ""woodstock""}, {""id"": 6579, ""name"": ""music festival""}, {""id"": 11700, ""name"": ""rock music""}, {""id"": 13088, ""name"": ""summer""}]",en,Woodstock,"An intimate look at the Woodstock Music & Art Festival held in Bethel, NY in 1969, from preparation through cleanup, with historic access to insiders, blistering concert footage, and portraits of the concertgoers; negative and positive aspects are shown, from drug use by performers to naked fans sliding in the mud, from the collapse of the fences by the unexpected hordes to the surreal arrival of National Guard helicopters with food and medical assistance for the impromptu city of 500,000.",3.409764,"[{""name"": ""Wadleigh-Maurice"", ""id"": 3816}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/26/1970,34505110,225,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"3 days of peace, music...and love.",Woodstock,7.1,66
600000,"[{""id"": 35, ""name"": ""Comedy""}]",,11598,"[{""id"": 917, ""name"": ""journalism""}, {""id"": 1004, ""name"": ""commercial""}, {""id"": 2136, ""name"": ""television""}, {""id"": 2571, ""name"": ""tv show""}, {""id"": 2954, ""name"": ""manipulation of the media""}, {""id"": 7271, ""name"": ""tv ratings""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 10582, ""name"": ""television producer""}]",en,The Kentucky Fried Movie,"A series of loosely connected skits that spoof news programs, commercials, porno films, kung-fu films, disaster films, blaxploitation films, spy films, mafia films, and the fear that somebody is watching you on the other side of the TV.",10.861167,"[{""name"": ""Kentucky Fried Theatre"", ""id"": 3894}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/10/1977,0,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This movie is totally out of control!,The Kentucky Fried Movie,6.4,66
560000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",http://www.thebeatles.com/film/hard-days-night,704,"[{""id"": 704, ""name"": ""adolescence""}, {""id"": 1463, ""name"": ""culture clash""}, {""id"": 2562, ""name"": ""press conference""}, {""id"": 9817, ""name"": ""behind the scenes""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 11800, ""name"": ""mockumentary""}, {""id"": 14669, ""name"": ""older man younger woman relationship""}, {""id"": 41133, ""name"": ""shaving""}, {""id"": 54005, ""name"": ""the beatles song""}, {""id"": 163865, ""name"": ""railway station""}, {""id"": 164077, ""name"": ""performer""}, {""id"": 164218, ""name"": ""psychotronic""}, {""id"": 164224, ""name"": ""generation gap""}, {""id"": 164225, ""name"": ""television director""}]",en,A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",10.730056,"[{""name"": ""Proscenium Films"", ""id"": 413}, {""name"": ""Walter Shenson Films"", ""id"": 3462}, {""name"": ""Maljack Productions"", ""id"": 11506}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",7/6/1964,12299668,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The Beatles, starring in their first full-length, hilarious, action-packed film!",A Hard Day's Night,7.3,168
550000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,75986,"[{""id"": 1523, ""name"": ""obsession""}, {""id"": 2135, ""name"": ""radio""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3344, ""name"": ""letter""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 10968, ""name"": ""lingerie""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 187056, ""name"": ""woman director""}]",en,Love Letters,"A story of love and obsession. A young radio personality who, after her mother dies, discovers she had been having a love affair for 15 years. Now she finds herself recreating her mother's romance by getting involved with a married man.",0.001586,"[{""name"": ""New World Pictures"", ""id"": 1950}, {""name"": ""Millennium Films"", ""id"": 10254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/1/1983,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes It's Right To Do the Wrong Thing.,Love Letters,4.6,4
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.benji.com/MeetBenji.htm,23069,"[{""id"": 1562, ""name"": ""hostage""}, {""id"": 5608, ""name"": ""affection""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 157987, ""name"": ""animal actor""}, {""id"": 191591, ""name"": ""benji""}]",en,Benji,A stray dog saves two kidnapped children.,2.651418,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/17/1974,0,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Benji,6.1,35
500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",,30315,"[{""id"": 612, ""name"": ""hotel""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 4063, ""name"": ""siege""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 14792, ""name"": ""tarantula""}, {""id"": 34079, ""name"": ""death""}, {""id"": 158130, ""name"": ""animal attack""}, {""id"": 195026, ""name"": ""spiders""}]",en,Kingdom of the Spiders,"Investigating the mysterious deaths of a number of farm animals, vet Rack Hansen discovers that his town lies in the path of hoards of migrating tarantulas. Before he can take action, the streets are overrun by killer spiders, trapping a small group of towns folk in a remote hotel.",2.537032,"[{""name"": ""Arachnid Productions Ltd."", ""id"": 56482}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/24/1977,17000000,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A Living, Crawling, Hell on Earth!",Kingdom of the Spiders,5.7,30
0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",,15239,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 1919, ""name"": ""mayor""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 9794, ""name"": ""toxic""}, {""id"": 11427, ""name"": ""movie reference""}, {""id"": 15000, ""name"": ""person on fire""}, {""id"": 15059, ""name"": ""t shirt""}, {""id"": 155861, ""name"": ""workout""}, {""id"": 157669, ""name"": ""health club""}, {""id"": 157675, ""name"": ""rabid anger""}, {""id"": 157676, ""name"": ""disfigured face""}, {""id"": 157677, ""name"": ""superhero spoof""}, {""id"": 157681, ""name"": ""strong man""}, {""id"": 157686, ""name"": ""car run over""}, {""id"": 157688, ""name"": ""shock humor""}]",en,The Toxic Avenger,Tromaville has a monstrous new hero. The Toxic Avenger is born when mop boy Melvin Junko falls into a vat of toxic waste. Now evildoers will have a lot to lose.,6.672008,"[{""name"": ""Troma Entertainment"", ""id"": 3052}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/1/1984,0,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He was 98lbs. of solid nerd until he became...,The Toxic Avenger,6.3,113
400000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.sonypictures.com/cthe/montypython/,762,"[{""id"": 113, ""name"": ""holy grail""}, {""id"": 345, ""name"": ""monk""}, {""id"": 770, ""name"": ""scotland yard""}, {""id"": 1400, ""name"": ""swordplay""}, {""id"": 3966, ""name"": ""camelot""}, {""id"": 3968, ""name"": ""round table""}, {""id"": 3969, ""name"": ""chapter""}, {""id"": 5160, ""name"": ""aggression by animal""}, {""id"": 10466, ""name"": ""knight""}, {""id"": 10982, ""name"": ""king arthur""}, {""id"": 11327, ""name"": ""wedding reception""}, {""id"": 11487, ""name"": ""midnight movie""}, {""id"": 161817, ""name"": ""monty python""}, {""id"": 177129, ""name"": ""knights of the round table""}, {""id"": 236316, ""name"": ""anarchic comedy""}]",en,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",64.782984,"[{""name"": ""Python (Monty) Pictures Limited"", ""id"": 416}, {""name"": ""Michael White Productions"", ""id"": 463}, {""name"": ""National Film Trustee Company"", ""id"": 464}, {""name"": ""Twickenham Film Studios"", ""id"": 465}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",3/13/1975,5028948,91,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,Monty Python and the Holy Grail,7.8,1708
0,"[{""id"": 27, ""name"": ""Horror""}]",,19204,"[{""id"": 612, ""name"": ""hotel""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 6154, ""name"": ""hell""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10326, ""name"": ""morgue""}, {""id"": 10327, ""name"": ""undead""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15032, ""name"": ""gothic horror""}, {""id"": 33505, ""name"": ""gothic""}, {""id"": 157512, ""name"": ""mutilation""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 164092, ""name"": ""blindness""}, {""id"": 189921, ""name"": ""video nasty""}, {""id"": 208580, ""name"": ""acid""}, {""id"": 210162, ""name"": ""grim""}, {""id"": 210163, ""name"": ""dire""}, {""id"": 215305, ""name"": ""entrails""}]",it,...E tu vivrai nel terrore! L'aldilà,"A young woman inherits an old hotel in Louisiana where after a series of supernatural 'accidents', she learns that the building was built over one of the entrances to Hell.",8.022122,"[{""name"": ""Fulvia Film"", ""id"": 13682}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",4/22/1981,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"The seven dreaded gateways to Hell are concealed in seven cursed places… And from the day the gates of Hell are opened, the dead will walk the earth.",The Beyond,6.6,117
860000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,11240,"[{""id"": 212, ""name"": ""london england""}, {""id"": 237, ""name"": ""gay""}, {""id"": 1900, ""name"": ""immigration""}, {""id"": 3679, ""name"": ""society""}, {""id"": 6731, ""name"": ""british""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10199, ""name"": ""gay interest""}, {""id"": 12425, ""name"": ""racism""}]",en,My Beautiful Laundrette,"Omar, a homosexual Pakistani boy living in London with his alcoholic father, lifts a chunk of drug money from another Pakistani and, with his lover Johnny, decides to renovate a grungy laundrette.",3.703005,"[{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""SAF Productions"", ""id"": 73964}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",9/7/1985,2451545,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,My Beautiful Laundrette,6.6,51
0,"[{""id"": 18, ""name"": ""Drama""}]",,10238,"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1192, ""name"": ""sweden""}, {""id"": 3737, ""name"": ""dying and death""}]",sv,Viskningar och rop,"When a woman dying of cancer in turn-of-the century Sweden is visited by her two sisters, long repressed feelings between the siblings rise to the surface.",11.347855,"[{""name"": ""Cinematograph AB"", ""id"": 7445}, {""name"": ""Svenska Filminstitutet (SFI)"", ""id"": 7446}]","[{""iso_3166_1"": ""SE"", ""name"": ""Sweden""}]",12/21/1972,0,91,"[{""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Released,A haunting and shattering film experience.,Cries and Whispers,7.8,115
350000,"[{""id"": 27, ""name"": ""Horror""}]",,764,"[{""id"": 769, ""name"": ""falsely accused""}, {""id"": 1829, ""name"": ""beheading""}, {""id"": 2380, ""name"": ""audio tape""}, {""id"": 4010, ""name"": ""log cabin""}, {""id"": 4013, ""name"": ""chain saw""}, {""id"": 4014, ""name"": ""giant plant""}, {""id"": 4015, ""name"": ""aggression by plant""}, {""id"": 4748, ""name"": ""lodge""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 156174, ""name"": ""occult""}, {""id"": 157458, ""name"": ""book of the dead""}, {""id"": 157466, ""name"": ""necronomicon""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 189921, ""name"": ""video nasty""}, {""id"": 232281, ""name"": ""unofficial remake""}]",en,The Evil Dead,"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.",35.037625,"[{""name"": ""Renaissance Pictures"", ""id"": 467}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/15/1981,29400000,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Ultimate Experience In Grueling Terror,The Evil Dead,7.3,894
